Date,Open,High,Low,Close,Volume,Stock Trading
"2018-11-09","61050","61520","60020","60290","836100","60290"
"2018-11-12","60210","60920","60060","60800","521300","60800"
"2018-11-13","59800","60150","58940","60120","1091200","60120"
"2018-11-14","60120","60230","58650","59000","680600","59000"
"2018-11-15","58590","59380","58390","59310","640600","59310"
"2018-11-16","59270","60300","59100","59850","674400","59850"
"2018-11-19","59520","59870","58540","58740","573800","58740"
"2018-11-20","58200","58770","58000","58270","533900","58270"
"2018-11-21","57490","58260","57320","57450","597000","57450"
"2018-11-22","57610","57900","56180","56780","748200","56780"
"2018-11-26","56500","57550","55630","57400","939500","57400"
"2018-11-27","57400","57660","56910","57060","589800","57060"
"2018-11-28","57610","59190","57380","59110","757900","59110"
"2018-11-29","59800","59900","58890","59170","610100","59170"
"2018-11-30","59100","59430","58210","59040","692800","59040"
"2018-12-03","59210","59450","58410","58580","625300","58580"
"2018-12-04","58300","58980","56960","56980","917700","56980"
"2018-12-05","57300","58340","56780","57550","953200","57550"
"2018-12-06","57540","57790","56420","57300","817800","57300"
"2018-12-07","57200","59100","57180","58990","752400","58990"
"2018-12-10","57990","58410","57300","57550","940800","57550"
"2018-12-11","57920","58350","57560","58150","828200","58150"
"2018-12-12","58670","59990","58490","59820","962300","59820"
"2018-12-13","60380","61400","60280","61220","723300","61220"
"2018-12-14","60950","61300","60300","60770","1606900","60770"
"2018-12-17","60780","61170","60400","60990","488200","60990"
"2018-12-18","60490","60600","59620","60010","817400","60010"
"2018-12-19","59990","60120","59000","59000","692000","59000"
"2018-12-20","58620","59140","57410","58240","1212300","58240"
"2018-12-21","58170","58850","57420","58840","1145000","58840"
"2018-12-25","56840","57930","56000","56410","1241300","56410"
"2018-12-26","56980","57490","54550","55890","1016800","55890"
"2018-12-27","57850","58720","56500","56620","1606700","56620"
"2018-12-28","56440","57110","55560","56370","923500","56370"
"2017-01-04","42480","43330","42450","43290","648100","43290"
"2017-01-05","43250","43330","42470","42590","516800","42590"
"2017-01-06","40500","41030","39720","39720","1435500","39720"
"2017-01-10","38620","38850","38150","38690","1196900","38690"
"2017-01-11","38710","38880","38480","38560","545900","38560"
"2017-01-12","38300","38450","37930","38010","800900","38010"
"2017-01-13","38900","39380","38240","38430","1321200","38430"
"2017-01-16","38010","38170","37410","37480","725700","37480"
"2017-01-17","37000","37550","36760","36770","758600","36770"
"2017-01-18","36930","37330","36660","37230","781600","37230"
"2017-01-19","37610","37710","36970","37160","775200","37160"
"2017-01-20","36900","37290","36780","37240","540800","37240"
"2017-01-23","36800","36920","36300","36340","764400","36340"
"2017-01-24","35750","35860","35330","35350","988000","35350"
"2017-01-25","36100","36260","35520","35890","633900","35890"
"2017-01-26","36360","36570","35950","36520","877200","36520"
"2017-01-27","36700","37030","36420","36960","811300","36960"
"2017-01-30","36500","36640","36280","36380","483300","36380"
"2017-01-31","35760","35900","35520","35580","770300","35580"
"2017-02-01","35470","36150","35300","35920","458500","35920"
"2017-02-02","35690","35890","35000","35140","678900","35140"
"2017-02-03","35530","35620","34640","35260","672700","35260"
"2017-02-06","35600","35840","35440","35810","541500","35810"
"2017-02-07","35450","35530","35000","35290","466100","35290"
"2017-02-08","35390","35660","35240","35560","319500","35560"
"2017-02-09","35560","35630","35160","35550","373200","35550"
"2017-02-10","36390","37040","36200","36940","1021700","36940"
"2017-02-13","37400","37410","36780","36840","458800","36840"
"2017-02-14","36850","37030","36490","36550","439600","36550"
"2017-02-15","36990","37220","36780","37050","388000","37050"
"2017-02-16","36830","36870","35880","35990","584500","35990"
"2017-02-17","35720","35720","35060","35180","594100","35180"
"2017-02-20","35000","35160","34700","34990","459900","34990"
"2017-02-21","35190","35730","35110","35610","384600","35610"
"2017-02-22","35630","35690","34970","35270","407900","35270"
"2017-02-23","35210","35310","34880","35280","384700","35280"
"2017-02-24","34950","35310","34880","35180","347300","35180"
"2017-02-27","34800","35360","34780","35250","486900","35250"
"2017-02-28","35370","35560","35150","35490","489900","35490"
"2017-03-01","35650","36290","35550","36140","734500","36140"
"2017-03-02","36800","36920","36500","36500","626200","36500"
"2017-03-03","36940","37540","36820","37270","967700","37270"
"2017-03-06","37000","37110","36040","36240","777500","36240"
"2017-03-07","36010","36080","35570","35680","565000","35680"
"2017-03-08","35780","36010","35590","35740","475200","35740"
"2017-03-09","36000","36250","35900","36040","402700","36040"
"2017-03-10","36000","36960","35990","36840","1424000","36840"
"2017-03-13","36500","36750","36270","36620","377800","36620"
"2017-03-14","36820","36820","36540","36630","229000","36630"
"2017-03-15","36500","36870","36450","36720","317700","36720"
"2017-03-16","36540","36630","35850","36010","583600","36010"
"2017-03-17","36000","36370","35940","36040","571000","36040"
"2017-03-21","35640","35910","35380","35850","395100","35850"
"2017-03-22","35280","35350","34770","34960","724300","34960"
"2017-03-23","35200","35400","34960","35360","509100","35360"
"2017-03-24","35270","35900","35210","35820","628700","35820"
"2017-03-27","35410","35480","34610","34790","729500","34790"
"2017-03-28","34990","34990","34570","34750","661300","34750"
"2017-03-29","34770","34980","34580","34820","513900","34820"
"2017-03-30","34510","34730","34390","34490","443300","34490"
"2017-03-31","34600","35220","34540","34920","674300","34920"
"2017-04-03","34980","35380","34730","35200","573500","35200"
"2017-04-04","34800","34890","34430","34640","791200","34640"
"2017-04-05","34210","34750","34210","34620","497200","34620"
"2017-04-06","34620","34830","34460","34760","759200","34760"
"2017-04-07","34800","35030","34370","34500","1044100","34500"
"2017-04-10","34720","35310","34710","34950","577900","34950"
"2017-04-11","34850","35090","34800","35080","530200","35080"
"2017-04-12","34730","35200","34710","35200","676500","35200"
"2017-04-13","35110","35280","34700","34860","482300","34860"
"2017-04-14","35600","35620","35040","35330","1171400","35330"
"2017-04-17","35240","35250","34550","35070","685400","35070"
"2017-04-18","35380","35420","34920","35110","493100","35110"
"2017-04-19","34970","35160","34690","35100","637000","35100"
"2017-04-20","35050","35370","34800","35110","555900","35110"
"2017-04-21","35120","35270","34900","35110","792000","35110"
"2017-04-24","35350","36460","35330","36410","1037900","36410"
"2017-04-25","36410","36800","36210","36710","666800","36710"
"2017-04-26","36810","36940","36660","36800","552100","36800"
"2017-04-27","36440","36570","36200","36250","496500","36250"
"2017-04-28","36200","36520","36200","36360","409300","36360"
"2017-05-01","35900","36050","35550","35660","457900","35660"
"2017-05-02","35760","36000","35560","36000","526100","36000"
"2017-05-08","37100","37720","36970","37590","1089900","37590"
"2017-05-09","37730","37970","37710","37770","677900","37770"
"2017-05-10","38090","38710","38080","38460","749100","38460"
"2017-05-11","38600","38610","38290","38570","460100","38570"
"2017-05-12","38630","38820","38170","38410","1108900","38410"
"2017-05-15","37990","38200","37640","38070","425600","38070"
"2017-05-16","38190","38370","37910","38000","439600","38000"
"2017-05-17","37790","37800","37470","37580","585400","37580"
"2017-05-18","37100","37510","36990","37490","554400","37490"
"2017-05-19","37520","37660","37270","37390","516500","37390"
"2017-05-22","37410","37630","37180","37360","317400","37360"
"2017-05-23","37140","37330","37050","37080","309700","37080"
"2017-05-24","37300","37430","37140","37270","491900","37270"
"2017-05-25","37180","37420","37040","37280","475800","37280"
"2017-05-26","37200","37260","36780","36800","364900","36800"
"2017-05-29","36670","37270","36660","37200","283000","37200"
"2017-05-30","37140","37230","36810","36970","313800","36970"
"2017-05-31","36970","37120","36720","37100","361100","37100"
"2017-06-01","37020","37410","37000","37070","467600","37070"
"2017-06-02","37390","38710","37350","38240","1166000","38240"
"2017-06-05","38380","38590","38090","38120","477400","38120"
"2017-06-06","38200","38290","37550","37720","585000","37720"
"2017-06-07","37700","37770","37360","37420","413400","37420"
"2017-06-08","37700","37900","37180","37290","581200","37290"
"2017-06-09","37520","38450","37380","38060","1135300","38060"
"2017-06-12","37700","37990","36850","36890","723200","36890"
"2017-06-13","36660","36870","36380","36710","492500","36710"
"2017-06-14","36730","36890","36500","36590","371400","36590"
"2017-06-15","36590","37050","36470","36700","423000","36700"
"2017-06-16","37000","37020","36640","36850","593600","36850"
"2017-06-19","36900","36960","36590","36620","413100","36620"
"2017-06-20","36850","37440","36830","37130","586000","37130"
"2017-06-21","36890","37100","36720","36810","371900","36810"
"2017-06-22","36840","36920","36670","36710","354100","36710"
"2017-06-23","36840","36920","36690","36860","301300","36860"
"2017-06-26","36770","37100","36690","37050","407200","37050"
"2017-06-27","37250","37720","37180","37580","469700","37580"
"2017-06-28","37400","37630","37290","37620","427700","37620"
"2017-06-29","37620","37780","37520","37720","369300","37720"
"2017-06-30","37540","37570","37180","37420","487000","37420"
"2017-07-03","37490","37670","37430","37440","362900","37440"
"2017-07-04","37790","38230","37520","37630","586700","37630"
"2017-07-05","37810","38080","36960","37310","453300","37310"
"2017-07-06","37100","37150","36710","36790","448100","36790"
"2017-07-07","36580","36830","36380","36820","485000","36820"
"2017-07-10","37070","37360","36950","37180","449400","37180"
"2017-07-11","37070","37080","36680","36770","403500","36770"
"2017-07-12","36600","36700","36400","36430","423000","36430"
"2017-07-13","36560","36580","36200","36220","376300","36220"
"2017-07-14","35380","35450","34500","34570","1797500","34570"
"2017-07-18","34500","34520","33880","33880","946000","33880"
"2017-07-19","33880","34040","33740","33930","592800","33930"
"2017-07-20","33880","33880","33180","33500","1135500","33500"
"2017-07-21","33210","33330","33070","33250","592700","33250"
"2017-07-24","33000","33120","32840","33100","563700","33100"
"2017-07-25","33280","33460","33040","33090","569200","33090"
"2017-07-26","33320","33590","33180","33440","531900","33440"
"2017-07-27","33250","33430","33020","33330","626700","33330"
"2017-07-28","33330","33360","33110","33310","428300","33310"
"2017-07-31","33100","33210","32940","33120","595900","33120"
"2017-08-01","33010","33600","33010","33460","500000","33460"
"2017-08-02","33510","33540","33300","33300","387800","33300"
"2017-08-03","33470","33750","33360","33380","548200","33380"
"2017-08-04","33200","33210","33020","33110","386800","33110"
"2017-08-07","33160","33390","33160","33160","307300","33160"
"2017-08-08","33130","33180","33010","33020","406000","33020"
"2017-08-09","33000","33080","32370","32600","720100","32600"
"2017-08-10","32820","32860","32350","32480","549300","32480"
"2017-08-14","32010","32150","31710","32150","597800","32150"
"2017-08-15","32450","32830","32450","32630","493500","32630"
"2017-08-16","32460","32490","32170","32210","395800","32210"
"2017-08-17","32200","32210","32020","32110","366400","32110"
"2017-08-18","31670","31670","31270","31350","625300","31350"
"2017-08-21","31390","31470","30910","30930","461800","30930"
"2017-08-22","30850","31100","30640","30910","455100","30910"
"2017-08-23","31220","31420","31160","31380","586200","31380"
"2017-08-24","31180","31640","31050","31580","503100","31580"
"2017-08-25","31580","31850","31460","31740","441700","31740"
"2017-08-28","31840","32040","31290","31410","533400","31410"
"2017-08-29","30660","30960","30460","30800","690800","30800"
"2017-08-30","31110","31340","30870","31050","479500","31050"
"2017-08-31","31130","31650","31110","31470","481200","31470"
"2017-09-01","31590","31700","31410","31620","414100","31620"
"2017-09-04","31400","31730","31200","31580","537500","31580"
"2017-09-05","31480","31720","31080","31350","535100","31350"
"2017-09-06","31060","31100","30460","30570","925700","30570"
"2017-09-07","30880","31140","30580","30720","608600","30720"
"2017-09-08","30330","30420","30000","30000","1450900","30000"
"2017-09-11","30260","30610","30150","30610","535500","30610"
"2017-09-12","31310","32090","31300","32000","982500","32000"
"2017-09-13","31950","31990","31450","31590","511700","31590"
"2017-09-14","31810","32150","31670","31950","530200","31950"
"2017-09-15","31950","32240","31910","32150","689100","32150"
"2017-09-19","32600","32900","32490","32800","765800","32800"
"2017-09-20","33600","33670","32970","33030","802100","33030"
"2017-09-21","33500","33580","33050","33170","600900","33170"
"2017-09-22","33490","33490","33030","33080","600100","33080"
"2017-09-25","33280","33320","32960","33130","379000","33130"
"2017-09-26","33330","33470","33160","33360","607000","33360"
"2017-09-27","33430","33670","33260","33600","398900","33600"
"2017-09-28","33630","33740","33070","33140","741200","33140"
"2017-09-29","32940","33210","32660","33190","881000","33190"
"2017-10-02","33340","33630","33210","33450","475000","33450"
"2017-10-03","33570","34250","33420","34170","975400","34170"
"2017-10-04","34470","35010","33760","33900","1226800","33900"
"2017-10-05","33990","34420","33930","34090","509300","34090"
"2017-10-06","34600","35380","34550","35230","1245300","35230"
"2017-10-10","35120","35180","34800","35040","663700","35040"
"2017-10-11","35070","35250","34970","35090","377400","35090"
"2017-10-12","35120","35200","34760","34850","568300","34850"
"2017-10-13","36000","37020","35730","36770","2259200","36770"
"2017-10-16","36870","36890","36080","36130","1008500","36130"
"2017-10-17","36300","36570","35940","36270","844700","36270"
"2017-10-18","36700","36960","36420","36480","830600","36480"
"2017-10-19","36650","36740","36370","36550","499100","36550"
"2017-10-20","36340","36660","36130","36520","644600","36520"
"2017-10-23","37000","37050","36700","36950","773200","36950"
"2017-10-24","36750","37080","36610","37070","544500","37070"
"2017-10-25","37300","37340","36580","36720","817200","36720"
"2017-10-26","36790","37160","36760","37150","543300","37150"
"2017-10-27","37360","38120","37160","37870","870900","37870"
"2017-10-30","38010","38160","37540","37610","654700","37610"
"2017-10-31","37260","37620","37060","37610","610200","37610"
"2017-11-01","37670","37860","37360","37620","675300","37620"
"2017-11-02","37700","37990","37400","37770","728900","37770"
"2017-11-06","38300","38790","38140","38600","864800","38600"
"2017-11-07","38620","40000","38420","39910","1230600","39910"
"2017-11-08","39670","39910","39460","39680","721400","39680"
"2017-11-09","39890","41200","38980","39860","1872300","39860"
"2017-11-10","39700","40660","39530","40650","1633300","40650"
"2017-11-13","40310","40350","39410","39410","908600","39410"
"2017-11-15","38960","39490","38800","38930","1055300","38930"
"2017-11-16","38890","39880","38820","39790","869300","39790"
"2017-11-17","40650","41120","39900","40280","1389100","40280"
"2017-11-20","40190","40620","39910","40190","476200","40190"
"2017-11-21","40600","40920","40310","40390","616700","40390"
"2017-11-22","40860","41090","40550","40620","726000","40620"
"2017-11-24","40230","40780","40160","40730","427200","40730"
"2017-11-27","41080","41500","40770","41190","602100","41190"
"2017-11-28","41190","41660","41080","41650","905700","41650"
"2017-11-29","42000","42330","41670","42300","807000","42300"
"2017-11-30","42500","43540","42390","43510","1034000","43510"
"2017-12-01","43950","44120","43270","43660","876600","43660"
"2017-12-04","43660","44170","43420","44140","650500","44140"
"2017-12-05","45000","45470","44160","44430","973200","44430"
"2017-12-06","43820","43860","42130","42270","1490600","42270"
"2017-12-07","42730","43420","42640","43270","876900","43270"
"2017-12-08","43710","44740","43500","44670","1609600","44670"
"2017-12-11","44800","45000","44410","44630","562800","44630"
"2017-12-12","44630","44770","44320","44340","511200","44340"
"2017-12-13","44480","44720","44080","44340","531100","44340"
"2017-12-14","44100","44400","43980","44050","393500","44050"
"2017-12-15","43920","45080","43840","44600","646900","44600"
"2017-12-18","45100","45210","44680","44950","537400","44950"
"2017-12-19","45450","45900","45240","45430","460700","45430"
"2017-12-20","45370","45670","45130","45240","299600","45240"
"2017-12-21","45240","45320","44510","44600","400100","44600"
"2017-12-22","44510","45210","44510","44960","454600","44960"
"2017-12-25","44630","44920","44570","44650","198900","44650"
"2017-12-26","44770","44800","44460","44600","274100","44600"
"2017-12-27","44760","45410","44560","45370","402800","45370"
"2017-12-28","45230","45370","44880","44990","355100","44990"
"2017-12-29","45070","45240","44760","44910","355900","44910"
"2016-01-04","42000","42200","40450","40650","857100","40650"
"2016-01-05","40360","41230","40110","40430","817500","40430"
"2016-01-06","40320","41070","39850","40170","808800","40170"
"2016-01-07","40000","40500","39010","39050","795900","39050"
"2016-01-08","36700","38580","36180","38140","2502700","38140"
"2016-01-12","37210","38050","37130","37630","1074300","37630"
"2016-01-13","37840","38720","37740","38690","805500","38690"
"2016-01-14","37290","37800","36850","37640","863300","37640"
"2016-01-15","38120","38490","36810","37000","786100","37000"
"2016-01-18","36370","36980","35730","36730","795800","36730"
"2016-01-19","36610","37320","36410","37220","739800","37220"
"2016-01-20","37470","37480","35380","35650","1254300","35650"
"2016-01-21","35810","36060","34540","34610","1321500","34610"
"2016-01-22","35700","37710","35620","37420","1418900","37420"
"2016-01-25","37650","38190","36790","37870","974800","37870"
"2016-01-26","37000","37120","36750","36990","814700","36990"
"2016-01-27","37290","38270","37170","37610","771700","37610"
"2016-01-28","37090","37730","36930","37120","767900","37120"
"2016-01-29","37320","39890","36660","38430","1626100","38430"
"2016-02-01","38610","38710","37320","37670","884000","37670"
"2016-02-02","37370","37570","37030","37240","600100","37240"
"2016-02-03","37470","37880","36250","36620","1060500","36620"
"2016-02-04","36500","36660","35270","35400","1106300","35400"
"2016-02-05","34750","35070","34080","34590","957900","34590"
"2016-02-08","34030","35330","33710","35070","835400","35070"
"2016-02-09","33590","34050","32710","32870","1000500","32870"
"2016-02-10","33100","33300","31820","32520","1002100","32520"
"2016-02-12","31870","32770","31060","32390","2255200","32390"
"2016-02-15","33130","33490","32520","33220","1016700","33220"
"2016-02-16","32710","33530","32210","32810","980300","32810"
"2016-02-17","32690","32820","30720","31240","1105600","31240"
"2016-02-18","32500","32520","31340","31960","1016000","31960"
"2016-02-19","31610","31780","31040","31500","751100","31500"
"2016-02-22","31130","32240","31130","31760","693500","31760"
"2016-02-23","32000","32560","31630","31960","577700","31960"
"2016-02-24","31700","31800","31170","31320","580000","31320"
"2016-02-25","31190","31420","30760","31230","619000","31230"
"2016-02-26","31770","32420","31540","31540","702100","31540"
"2016-02-29","31520","31990","31280","31340","658800","31340"
"2016-03-01","31390","31620","30910","31310","757700","31310"
"2016-03-02","32000","33530","31970","33330","1110600","33330"
"2016-03-03","33330","34660","33080","34530","1056000","34530"
"2016-03-04","34630","34700","34210","34410","537400","34410"
"2016-03-07","34810","34810","34400","34490","645500","34490"
"2016-03-08","34690","34710","33940","34420","809900","34420"
"2016-03-09","33900","34150","33610","33690","652900","33690"
"2016-03-10","34200","34230","33840","34030","444900","34030"
"2016-03-11","33400","34850","33350","34590","1626200","34590"
"2016-03-14","35400","36390","35400","36390","824300","36390"
"2016-03-15","36680","36950","36180","36270","747000","36270"
"2016-03-16","36000","36260","35660","35910","437900","35910"
"2016-03-17","36280","36810","35630","35850","572700","35850"
"2016-03-18","35810","35960","34840","35120","639500","35120"
"2016-03-22","35760","35900","35100","35660","455200","35660"
"2016-03-23","36000","36860","35900","36760","765600","36760"
"2016-03-24","36690","36900","36210","36240","620800","36240"
"2016-03-25","36480","36720","36270","36410","405700","36410"
"2016-03-28","36690","36760","36070","36150","391200","36150"
"2016-03-29","35940","36780","35390","36780","635000","36780"
"2016-03-30","37040","37050","36470","36500","417200","36500"
"2016-03-31","36850","36950","36020","36020","648000","36020"
"2016-04-01","35800","35940","33860","34070","803200","34070"
"2016-04-04","33770","34080","33300","33410","654300","33410"
"2016-04-05","32970","32990","31890","32020","850800","32020"
"2016-04-06","31860","32250","31550","31640","631900","31640"
"2016-04-07","31880","31880","30370","30490","777300","30490"
"2016-04-08","27500","27785","26395","26610","2352200","26610"
"2016-04-11","26620","27090","26375","26815","1159400","26815"
"2016-04-12","26590","27025","26320","26915","833600","26915"
"2016-04-13","27500","28825","27140","28695","1606000","28695"
"2016-04-14","29275","29935","29140","29800","1174300","29800"
"2016-04-15","29000","30250","28850","29615","1047300","29615"
"2016-04-18","28640","28825","28030","28075","964900","28075"
"2016-04-19","28985","30020","28950","29870","1059500","29870"
"2016-04-20","30310","30420","29180","29425","1070000","29425"
"2016-04-21","30500","31280","30310","30890","1271300","30890"
"2016-04-22","30610","32220","30610","31950","1255200","31950"
"2016-04-25","32110","32490","31050","31140","936700","31140"
"2016-04-26","30880","31250","30150","30540","887400","30540"
"2016-04-27","30550","31290","30530","30980","1306500","30980"
"2016-04-28","31490","32040","29160","29185","1499200","29185"
"2016-05-02","27685","28260","27560","27945","1017200","27945"
"2016-05-06","28140","28330","27355","28020","923300","28020"
"2016-05-09","28195","28670","28050","28610","535900","28610"
"2016-05-10","29065","29095","28160","28895","755400","28895"
"2016-05-11","29395","29520","28650","28750","531800","28750"
"2016-05-12","28610","29115","28205","29020","452600","29020"
"2016-05-13","29380","29380","28490","28500","874500","28500"
"2016-05-16","28655","28950","28050","28150","594700","28150"
"2016-05-17","28750","28945","28235","28660","650500","28660"
"2016-05-18","28510","28860","28135","28585","799200","28585"
"2016-05-19","28800","29065","28255","28475","466800","28475"
"2016-05-20","28375","28870","27930","28775","487300","28775"
"2016-05-23","28520","28610","27615","27965","593200","27965"
"2016-05-24","27995","28035","27515","27665","605500","27665"
"2016-05-25","28165","28830","28090","28740","762100","28740"
"2016-05-26","29240","29745","29135","29400","685900","29400"
"2016-05-27","29700","29725","28970","29000","461300","29000"
"2016-05-30","29195","29485","28905","29385","476000","29385"
"2016-05-31","29195","29995","29155","29885","532200","29885"
"2016-06-01","29510","29845","28880","28965","583400","28965"
"2016-06-02","28800","28800","28100","28180","726800","28180"
"2016-06-03","29205","30450","29100","30120","1410200","30120"
"2016-06-06","29420","30200","29335","30090","704700","30090"
"2016-06-07","30050","30190","29710","29995","662200","29995"
"2016-06-08","30030","30450","29810","30450","548200","30450"
"2016-06-09","30260","30500","29855","29940","505800","29940"
"2016-06-10","29950","30270","29630","29815","1320400","29815"
"2016-06-13","29380","29605","29050","29055","737300","29055"
"2016-06-14","29060","29190","28055","28330","800300","28330"
"2016-06-15","28010","28390","27750","28255","733600","28255"
"2016-06-16","28390","28865","27210","27260","895500","27260"
"2016-06-17","27535","27900","27435","27550","789100","27550"
"2016-06-20","27940","28695","27940","28395","736600","28395"
"2016-06-21","28230","28645","27800","28595","471200","28595"
"2016-06-22","28465","28550","27765","28230","571500","28230"
"2016-06-23","28500","29425","28375","29340","684400","29340"
"2016-06-24","29525","29925","26120","26295","1569600","26295"
"2016-06-27","26795","27470","26325","27385","823500","27385"
"2016-06-28","27000","27730","26705","27455","693000","27455"
"2016-06-29","27955","27980","27480","27595","790700","27595"
"2016-06-30","27905","27980","27245","27300","721600","27300"
"2016-07-01","27710","27845","27155","27360","485300","27360"
"2016-07-04","26800","27920","26760","27705","555400","27705"
"2016-07-05","27205","27225","26460","26540","928100","26540"
"2016-07-06","26000","26070","25305","25900","995800","25900"
"2016-07-07","26185","26665","25910","26030","603200","26030"
"2016-07-08","26020","26145","25355","25445","993300","25445"
"2016-07-11","26200","26995","26105","26845","757700","26845"
"2016-07-12","27750","27995","27510","27800","909100","27800"
"2016-07-13","28500","28500","27675","28145","765800","28145"
"2016-07-14","27750","28010","27390","27660","570100","27660"
"2016-07-15","31000","32660","31000","32660","1675600","32660"
"2016-07-19","34500","35000","33120","33700","1391900","33700"
"2016-07-20","33160","33280","32750","32920","662300","32920"
"2016-07-21","33420","34450","33420","33720","737000","33720"
"2016-07-22","33160","33240","32530","32640","492500","32640"
"2016-07-25","32630","33350","32560","33170","473700","33170"
"2016-07-26","33040","33300","32360","32530","574100","32530"
"2016-07-27","32880","34240","32830","33630","734500","33630"
"2016-07-28","33300","33370","32850","32910","385700","32910"
"2016-07-29","32230","34150","32210","33430","827000","33430"
"2016-08-01","33300","34900","33110","34670","947300","34670"
"2016-08-02","34330","34580","33610","33640","640000","33640"
"2016-08-03","34340","35080","33900","34540","1288600","34540"
"2016-08-04","35200","35530","34210","35500","1224800","35500"
"2016-08-05","35950","36880","35670","36640","1295200","36640"
"2016-08-08","37800","37950","37150","37880","952000","37880"
"2016-08-09","37700","38250","37180","37500","837900","37500"
"2016-08-10","37600","37860","36930","37000","825600","37000"
"2016-08-12","37530","38250","37120","38080","899600","38080"
"2016-08-15","38140","38230","37580","37630","384700","37630"
"2016-08-16","37590","37680","36500","36500","961900","36500"
"2016-08-17","36740","37170","36700","36970","524600","36970"
"2016-08-18","36880","37620","36450","36560","855000","36560"
"2016-08-19","36950","37590","36840","37150","587300","37150"
"2016-08-22","37270","37360","36910","36980","354100","36980"
"2016-08-23","36680","37050","36480","36580","546500","36580"
"2016-08-24","36160","36850","35470","35600","897700","35600"
"2016-08-25","35400","35890","34660","35460","1371300","35460"
"2016-08-26","35400","35790","34780","35370","1117000","35370"
"2016-08-29","35910","36480","35670","36450","723500","36450"
"2016-08-30","36220","36500","36210","36440","499700","36440"
"2016-08-31","36500","36750","36310","36340","443200","36340"
"2016-09-01","36400","36490","35680","35940","694200","35940"
"2016-09-02","35750","35900","35340","35700","772200","35700"
"2016-09-05","36500","37520","36480","37120","780400","37120"
"2016-09-06","36990","37310","36820","36860","540100","36860"
"2016-09-07","36600","36900","36220","36390","593600","36390"
"2016-09-08","36700","36750","36020","36410","475000","36410"
"2016-09-09","36410","36590","35970","36330","1014200","36330"
"2016-09-12","35930","36180","35340","35470","482400","35470"
"2016-09-13","35880","36140","35560","35750","384100","35750"
"2016-09-14","35400","35540","34950","35080","466300","35080"
"2016-09-15","34740","34820","33930","34110","663400","34110"
"2016-09-16","33990","34400","33600","34360","606600","34360"
"2016-09-20","33480","33530","32480","32510","1042300","32510"
"2016-09-21","32370","33190","31010","33000","1536200","33000"
"2016-09-23","32950","33760","32810","33230","692500","33230"
"2016-09-26","32780","33350","32640","32710","656700","32710"
"2016-09-27","32530","32650","31860","32400","626100","32400"
"2016-09-28","32400","32440","31800","32040","558400","32040"
"2016-09-29","32620","32650","32140","32480","453600","32480"
"2016-09-30","32030","32490","31970","32290","650400","32290"
"2016-10-03","32800","32990","32580","32980","421000","32980"
"2016-10-04","33300","33950","33150","33490","688900","33490"
"2016-10-05","34150","34200","33600","33940","534400","33940"
"2016-10-06","34200","34460","34030","34040","454400","34040"
"2016-10-07","33600","33900","33400","33500","407300","33500"
"2016-10-11","33580","34040","33560","33920","529400","33920"
"2016-10-12","33550","34030","33380","33790","464500","33790"
"2016-10-13","34000","34290","33010","33150","556000","33150"
"2016-10-17","34710","35030","34180","34210","657500","34210"
"2016-10-19","34900","35050","34600","35020","356500","35020"
"2016-10-20","34910","36330","34910","36330","751800","36330"
"2016-10-21","36350","36850","36180","36300","579900","36300"
"2016-10-24","36650","36660","36000","36300","365000","36300"
"2016-10-25","36500","36940","36450","36850","400800","36850"
"2016-10-26","36840","36850","36380","36450","353400","36450"
"2016-10-27","36250","36370","35600","35770","426500","35770"
"2016-10-28","36020","36450","35980","35980","454200","35980"
"2016-10-31","35690","36030","35450","35460","344400","35460"
"2016-11-01","35440","36050","35310","35890","366200","35890"
"2016-11-02","35450","35940","35420","35540","396700","35540"
"2016-11-04","35460","35930","35360","35510","499100","35510"
"2016-11-07","36020","36710","36000","36640","648000","36640"
"2016-11-08","36870","37050","36410","36550","417500","36550"
"2016-11-09","36920","37220","33520","33680","1570400","33680"
"2016-11-10","36480","37110","36000","36890","1309900","36890"
"2016-11-11","37590","37940","37190","37600","1329900","37600"
"2016-11-14","37730","38690","37680","38580","784100","38580"
"2016-11-15","38600","38980","38470","38570","555600","38570"
"2016-11-16","39130","39750","39110","39400","764300","39400"
"2016-11-17","39200","39710","39050","39280","573700","39280"
"2016-11-18","39980","40620","39900","40190","886500","40190"
"2016-11-21","40210","40270","39510","39970","609600","39970"
"2016-11-22","39880","40360","39660","40360","500200","40360"
"2016-11-24","41300","41760","41170","41730","692900","41730"
"2016-11-25","41820","42020","41220","41370","665500","41370"
"2016-11-28","41260","41440","40830","41260","384800","41260"
"2016-11-29","40420","40580","40100","40200","894400","40200"
"2016-11-30","40300","40340","39570","39570","692200","39570"
"2016-12-01","40500","41190","40320","40460","850700","40460"
"2016-12-02","40300","40660","39960","40660","573000","40660"
"2016-12-05","40060","40350","39690","39760","620500","39760"
"2016-12-06","40350","40500","39860","40150","618100","40150"
"2016-12-07","40500","41150","40420","40870","536800","40870"
"2016-12-08","41480","41560","40830","41100","639900","41100"
"2016-12-09","41700","42970","41150","42590","1975600","42590"
"2016-12-12","43950","44000","42880","43130","775300","43130"
"2016-12-13","43130","43300","42630","43210","434500","43210"
"2016-12-14","43300","43440","42590","43090","548800","43090"
"2016-12-15","43440","43880","42550","43000","627400","43000"
"2016-12-16","43350","43550","42810","43130","542000","43130"
